1580371200,52.6876,-2.4214,0
1580371250,52.6907,-2.42157,250
1580371300,52.6951,-2.41979,500
1580371350,52.7001,-2.41481,750
1580371400,52.705,-2.4078,1000
1580371450,52.7097,-2.39947,1250
1580371500,52.7142,-2.39029,1500
1580371550,52.7187,-2.38079,1750
1580371600,52.7227,-2.3709,2000
1580371650,52.7263,-2.36109,2250
1580371700,52.7297,-2.35159,2500
1580371750,52.7329,-2.34227,2750
1580371800,52.7361,-2.33278,3000
1580371850,52.7391,-2.32279,3250
1580371900,52.7418,-2.31221,3500
1580371950,52.7441,-2.30109,3750
1580372000,52.7461,-2.28944,4000
1580372050,52.7478,-2.27719,4250
1580372100,52.7493,-2.26427,4500
1580372150,52.7504,-2.2508,4750
1580372200,52.7513,-2.23694,5000
1580372250,52.7517,-2.22282,5250
1580372300,52.7516,-2.20854,5500
1580372350,52.751,-2.19387,5750
1580372400,52.7498,-2.17865,6000
1580372450,52.7482,-2.16277,6250
1580372500,52.7462,-2.1462,6500
1580372550,52.7438,-2.12892,6750
1580372600,52.7412,-2.111,7000
1580372650,52.7385,-2.09249,7250
1580372700,52.7357,-2.07345,7500
1580372750,52.7329,-2.05387,7750
1580372800,52.7302,-2.03376,8000
1580372850,52.7276,-2.01307,8250
1580372900,52.7252,-1.99171,8500
1580372950,52.7231,-1.96969,8750
1580373000,52.7215,-1.94703,9000
1580373050,52.7204,-1.92365,9250
1580373100,52.7197,-1.89941,9500
1580373150,52.7193,-1.87436,9750
1580373200,52.7187,-1.84877,10000
1580373250,52.7178,-1.82265,10250
1580373300,52.7167,-1.79616,10500
1580373350,52.7152,-1.76944,10750
1580373400,52.7133,-1.74258,11000
1580373450,52.7111,-1.71612,11250
1580373500,52.7084,-1.69018,11500
1580373550,52.7055,-1.66478,11750
1580373600,52.7022,-1.63992,12000
1580373650,52.6987,-1.61558,12250
1580373700,52.6949,-1.59176,12500
1580373750,52.6909,-1.56842,12750
1580373800,52.6867,-1.54552,13000
1580373850,52.6823,-1.52307,13250
1580373900,52.6778,-1.50104,13500
1580373950,52.6729,-1.47911,13750
1580374000,52.6679,-1.45723,14000
1580374050,52.6625,-1.43543,14250
1580374100,52.6569,-1.41374,14500
1580374150,52.6511,-1.39222,14750
1580374200,52.6451,-1.37096,15000
1580374250,52.6389,-1.34996,15250
1580374300,52.6326,-1.32922,15500
1580374350,52.6262,-1.30875,15750
1580374400,52.6195,-1.28854,16000
1580374450,52.6128,-1.26858,16250
1580374500,52.606,-1.24886,16500
1580374550,52.5992,-1.22936,16750
1580374600,52.5924,-1.21007,17000
1580374650,52.5855,-1.19097,17250
1580374700,52.5786,-1.17205,17500
1580374750,52.5717,-1.1533,17750
1580374800,52.5647,-1.1347,18000
1580374850,52.5578,-1.11616,18250
1580374900,52.5507,-1.0971,18500
1580374950,52.5436,-1.07741,18750
1580375000,52.5364,-1.05707,19000
1580375050,52.5292,-1.03607,19250
1580375100,52.5219,-1.01438,19500
1580375150,52.5145,-0.991983,19750
1580375200,52.507,-0.968909,20000
1580375250,52.4994,-0.945192,20250
1580375300,52.4916,-0.920967,20500
1580375350,52.4834,-0.89628,20750
1580375400,52.4748,-0.871141,21000
1580375450,52.4659,-0.845563,21250
1580375500,52.4568,-0.819558,21500
1580375550,52.4472,-0.793141,21750
1580375600,52.4374,-0.766326,22000
1580375650,52.4273,-0.739129,22250
1580375700,52.4168,-0.711567,22500
1580375750,52.4061,-0.683657,22750
1580375800,52.395,-0.655418,23000
1580375850,52.3837,-0.62687,23250
1580375900,52.3723,-0.598039,23500
1580375950,52.3607,-0.568928,23750
1580376000,52.3492,-0.539525,24000
1580376050,52.3376,-0.509817,24250
1580376100,52.326,-0.479787,24500
1580376150,52.3143,-0.449398,24750
1580376200,52.3026,-0.418637,25000
1580376250,52.2909,-0.387493,25250
1580376300,52.2792,-0.355958,25500
1580376350,52.2674,-0.324034,25750
1580376400,52.2557,-0.291821,26000
1580376450,52.2442,-0.25934,26250
1580376500,52.2328,-0.226585,26500
1580376550,52.2215,-0.193553,26750
1580376600,52.2103,-0.160238,27000
1580376650,52.1988,-0.127754,25465.5
1580376700,52.1873,-0.0975369,24112.2
1580376750,52.176,-0.0696216,22892.8
1580376800,52.1656,-0.0433129,21780.1
1580376850,52.1562,-0.0183068,20756.9
1580376900,52.1478,0.00545745,19809.8
1580376950,52.14,0.0276919,18928.4
1580377000,52.1328,0.0484162,18104.1
1580377050,52.1257,0.0680329,17329.9
1580377100,52.1187,0.086847,16600.1
1580377150,52.1118,0.104881,15909.8
1580377200,52.105,0.123079,15255.1
1580377250,52.0985,0.142177,14632.4
1580377300,52.0923,0.162143,14038.8
1580377350,52.0867,0.182971,13471.6
1580377400,52.0813,0.204573,12928.6
1580377450,52.0759,0.226822,12407.7
1580377500,52.0711,0.250141,11907.4
1580377550,52.0673,0.274681,11426
1580377600,52.0644,0.299592,10962.1
1580377650,52.0619,0.324355,10512.6
1580377700,52.0594,0.348451,10075.4
1580377750,52.0564,0.371623,9649.79
1580377800,52.0531,0.393753,9234.99
1580377850,52.0497,0.414833,8830.34
1580377900,52.0467,0.435133,8435.27
1580377950,52.0441,0.454972,8049.23
1580378000,52.0421,0.474327,7671.72
1580378050,52.0404,0.492992,7302.3
1580378100,52.0391,0.510716,6940.55
1580378150,52.0379,0.527208,6586.08
1580378200,52.0372,0.54231,6238.55
1580378250,52.0369,0.556402,5897.63
1580378300,52.0369,0.570054,5563.02
1580378350,52.0374,0.58371,5234.43
1580378400,52.0385,0.597393,4911.61
1580378450,52.04,0.610545,4594.31
1580378500,52.042,0.622716,4282.31
1580378550,52.0443,0.63361,3975.39
1580378600,52.0468,0.643809,3673.35
1580378650,52.0496,0.653639,3376
1580378700,52.0528,0.663276,3083.17
1580378750,52.0564,0.672738,2794.69
1580378800,52.0602,0.681916,2510.41
1580378850,52.0641,0.69091,2230.18
1580378900,52.068,0.699695,1953.86
1580378950,52.0721,0.70807,1681.31
1580379000,52.0766,0.715911,1412.42
1580379050,52.0815,0.723022,1147.06
1580379100,52.0865,0.72934,885.117
1580379150,52.0916,0.734942,626.49
1580379200,52.0965,0.738833,371.076
1580379250,52.1005,0.740627,118.777
1580379274,52.1018,0.740964,-1.24753
